communication_id,campaign_id,communication_type,client_id,send_datetime,send_date,send_hour,timing_period,experiment_group,send_status
COM00000747,CMP0001,email,C004251,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000748,CMP0001,email,C006448,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000749,CMP0001,email,C000287,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000750,CMP0001,email,C005620,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000751,CMP0001,email,C002190,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000752,CMP0001,email,C004127,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000753,CMP0001,email,C007996,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000754,CMP0001,email,C001189,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000755,CMP0001,email,C005775,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000756,CMP0001,email,C000165,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000757,CMP0001,email,C000780,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000758,CMP0001,email,C000421,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000759,CMP0001,email,C002418,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000760,CMP0001,email,C003194,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000761,CMP0001,email,C002026,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000762,CMP0001,email,C007085,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000763,CMP0001,email,C004500,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000764,CMP0001,email,C001962,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000765,CMP0001,email,C002045,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000766,CMP0001,email,C004920,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000767,CMP0001,email,C000821,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000768,CMP0001,email,C007938,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000769,CMP0001,email,C001241,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000770,CMP0001,email,C002076,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000771,CMP0001,email,C008484,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000772,CMP0001,email,C002467,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000773,CMP0001,email,C005394,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000774,CMP0001,email,C004273,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000775,CMP0001,email,C000373,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000776,CMP0001,email,C002487,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000777,CMP0001,email,C007943,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000778,CMP0001,email,C003217,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000779,CMP0001,email,C004729,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000780,CMP0001,email,C004981,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000781,CMP0001,email,C005333,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000782,CMP0001,email,C005630,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000783,CMP0001,email,C005494,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000784,CMP0001,email,C006404,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000785,CMP0001,email,C007384,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000786,CMP0001,email,C004866,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000787,CMP0001,email,C000707,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000788,CMP0001,email,C004007,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000789,CMP0001,email,C002499,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000790,CMP0001,email,C005134,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000791,CMP0001,email,C001119,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000792,CMP0001,email,C006399,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000793,CMP0001,email,C006530,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000794,CMP0001,email,C001681,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000795,CMP0001,email,C006833,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000796,CMP0001,email,C005035,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000797,CMP0001,email,C004261,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000798,CMP0001,email,C006936,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000799,CMP0001,email,C006651,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000800,CMP0001,email,C005467,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000801,CMP0001,email,C005287,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000802,CMP0001,email,C008364,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000803,CMP0001,email,C001533,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000804,CMP0001,email,C000857,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000805,CMP0001,email,C007342,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000806,CMP0001,email,C001248,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000807,CMP0001,email,C004000,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000808,CMP0001,email,C003676,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000809,CMP0001,email,C006308,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000810,CMP0001,email,C004200,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000811,CMP0001,email,C000199,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000812,CMP0001,email,C003897,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000813,CMP0001,email,C004116,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000814,CMP0001,email,C007578,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000815,CMP0001,email,C008361,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000816,CMP0001,email,C000552,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000817,CMP0001,email,C003552,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000818,CMP0001,email,C005158,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000819,CMP0001,email,C006838,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000820,CMP0001,email,C005268,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000821,CMP0001,email,C001123,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000822,CMP0001,email,C006599,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000823,CMP0001,email,C004987,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000824,CMP0001,email,C001733,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000825,CMP0001,email,C005339,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000826,CMP0001,email,C006633,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000827,CMP0001,email,C005791,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000828,CMP0001,email,C008022,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000829,CMP0001,email,C007019,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000830,CMP0001,email,C008073,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000831,CMP0001,email,C004896,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000832,CMP0001,email,C004611,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000833,CMP0001,email,C003483,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000834,CMP0001,email,C007706,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000835,CMP0001,email,C008327,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000836,CMP0001,email,C006803,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000837,CMP0001,email,C006740,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000838,CMP0001,email,C001590,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000839,CMP0001,email,C006579,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000840,CMP0001,email,C003688,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000841,CMP0001,email,C004613,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000842,CMP0001,email,C006542,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000843,CMP0001,email,C002183,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000844,CMP0001,email,C004588,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000845,CMP0001,email,C006403,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000846,CMP0001,email,C003045,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000847,CMP0001,email,C007554,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000848,CMP0001,email,C003775,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000849,CMP0001,email,C008230,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000850,CMP0001,email,C005166,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000851,CMP0001,email,C001985,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000852,CMP0001,email,C000999,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000853,CMP0001,email,C000755,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000854,CMP0001,email,C003239,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000855,CMP0001,email,C004547,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000856,CMP0001,email,C004390,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000857,CMP0001,email,C002221,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000858,CMP0001,email,C003545,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000859,CMP0001,email,C002435,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000860,CMP0001,email,C004857,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000861,CMP0001,email,C007313,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000862,CMP0001,email,C006902,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000863,CMP0001,email,C006093,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000864,CMP0001,email,C001753,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000865,CMP0001,email,C000089,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000866,CMP0001,email,C005910,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000867,CMP0001,email,C003349,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000868,CMP0001,email,C007869,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000869,CMP0001,email,C000333,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000870,CMP0001,email,C001212,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000871,CMP0001,email,C001869,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000872,CMP0001,email,C006531,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000873,CMP0001,email,C005659,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000874,CMP0001,email,C003974,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000875,CMP0001,email,C008468,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000876,CMP0001,email,C006276,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000877,CMP0001,email,C005599,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000878,CMP0001,email,C003187,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000879,CMP0001,email,C008077,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000880,CMP0001,email,C001275,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000881,CMP0001,email,C001713,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000882,CMP0001,email,C000509,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000883,CMP0001,email,C004961,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000884,CMP0001,email,C004074,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000885,CMP0001,email,C007033,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000886,CMP0001,email,C005595,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000887,CMP0001,email,C008223,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000888,CMP0001,email,C001922,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000889,CMP0001,email,C007979,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000890,CMP0001,email,C005598,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000891,CMP0001,email,C000634,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000892,CMP0001,email,C001876,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000893,CMP0001,email,C004002,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000894,CMP0001,email,C007757,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000895,CMP0001,email,C000367,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000896,CMP0001,email,C004348,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000897,CMP0001,email,C000935,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000898,CMP0001,email,C001098,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000899,CMP0001,email,C007746,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000900,CMP0001,email,C002789,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000901,CMP0001,email,C007852,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000902,CMP0001,email,C007052,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000903,CMP0001,email,C004694,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000904,CMP0001,email,C006480,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000905,CMP0001,email,C005160,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000906,CMP0001,email,C008234,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000907,CMP0001,email,C004365,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000908,CMP0001,email,C004174,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000909,CMP0001,email,C001918,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000910,CMP0001,email,C005089,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000911,CMP0001,email,C007277,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000912,CMP0001,email,C006063,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000913,CMP0001,email,C004643,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000914,CMP0001,email,C005617,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000915,CMP0001,email,C006619,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000916,CMP0001,email,C006230,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000917,CMP0001,email,C002458,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000918,CMP0001,email,C002607,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000919,CMP0001,email,C004430,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000920,CMP0001,email,C001051,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000921,CMP0001,email,C006779,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000922,CMP0001,email,C001227,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000923,CMP0001,email,C005534,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000924,CMP0001,email,C005631,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000925,CMP0001,email,C003662,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000926,CMP0001,email,C001792,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000927,CMP0001,email,C008047,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000928,CMP0001,email,C000119,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000929,CMP0001,email,C002684,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000930,CMP0001,email,C007865,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000931,CMP0001,email,C007484,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000932,CMP0001,email,C004475,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000933,CMP0001,email,C008206,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000934,CMP0001,email,C001793,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000935,CMP0001,email,C005587,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000936,CMP0001,email,C000411,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000937,CMP0001,email,C006747,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000938,CMP0001,email,C002276,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000939,CMP0001,email,C002258,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000940,CMP0001,email,C005173,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000941,CMP0001,email,C004125,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000942,CMP0001,email,C007159,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000943,CMP0001,email,C006037,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000944,CMP0001,email,C000512,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000945,CMP0001,email,C000466,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000946,CMP0001,email,C005424,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000947,CMP0001,email,C001379,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000948,CMP0001,email,C005081,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000949,CMP0001,email,C004298,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000950,CMP0001,email,C006080,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000951,CMP0001,email,C001496,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000952,CMP0001,email,C005850,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000953,CMP0001,email,C001048,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000954,CMP0001,email,C006551,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000955,CMP0001,email,C004359,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000956,CMP0001,email,C005347,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000957,CMP0001,email,C007038,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000958,CMP0001,email,C003936,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000959,CMP0001,email,C006444,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000960,CMP0001,email,C001562,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000961,CMP0001,email,C001688,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000962,CMP0001,email,C006390,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000963,CMP0001,email,C003589,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000964,CMP0001,email,C000534,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000965,CMP0001,email,C003565,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000966,CMP0001,email,C004219,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000967,CMP0001,email,C000675,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000968,CMP0001,email,C006302,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000969,CMP0001,email,C003933,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000970,CMP0001,email,C005430,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000971,CMP0001,email,C005776,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000972,CMP0001,email,C006809,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000973,CMP0001,email,C001263,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000974,CMP0001,email,C006437,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000975,CMP0001,email,C002131,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000976,CMP0001,email,C006723,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000977,CMP0001,email,C003321,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000978,CMP0001,email,C004758,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000979,CMP0001,email,C004661,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000980,CMP0001,email,C001011,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000981,CMP0001,email,C003383,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000982,CMP0001,email,C002012,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000983,CMP0001,email,C004568,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000984,CMP0001,email,C001843,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000985,CMP0001,email,C000128,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000986,CMP0001,email,C004160,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000987,CMP0001,email,C002263,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000988,CMP0001,email,C003729,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000989,CMP0001,email,C003773,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000990,CMP0001,email,C002174,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000991,CMP0001,email,C004804,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000992,CMP0001,email,C003382,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000993,CMP0001,email,C006272,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000994,CMP0001,email,C008093,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000995,CMP0001,email,C002253,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000996,CMP0001,email,C008420,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000997,CMP0001,email,C006771,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000998,CMP0001,email,C004998,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000999,CMP0001,email,C002989,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001000,CMP0001,email,C001019,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001001,CMP0001,email,C002968,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001002,CMP0001,email,C003581,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001003,CMP0001,email,C001222,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001004,CMP0001,email,C000024,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001005,CMP0001,email,C000339,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001006,CMP0001,email,C006866,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001007,CMP0001,email,C006169,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001008,CMP0001,email,C003612,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001009,CMP0001,email,C003681,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001010,CMP0001,email,C003153,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001011,CMP0001,email,C005203,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001012,CMP0001,email,C002540,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001013,CMP0001,email,C008087,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001014,CMP0001,email,C000392,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001015,CMP0001,email,C005482,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001016,CMP0001,email,C001182,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001017,CMP0001,email,C000054,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001018,CMP0001,email,C003749,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001019,CMP0001,email,C006078,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001020,CMP0001,email,C004421,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001021,CMP0001,email,C004076,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00001022,CMP0001,email,C003159,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001023,CMP0001,email,C002636,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001024,CMP0001,email,C000231,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001025,CMP0001,email,C002298,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00001026,CMP0002,email,C006975,2025-11-04 18:15:00,2025-11-04,18,evening,test,sent
COM00001027,CMP0002,email,C002717,2025-11-04 18:15:00,2025-11-04,18,evening,test,sent
