order_id,session_id,client_id,address_id,store_id,city,platform,order_created_at,order_date,delivery_slot_start,items_count,gross_merchandise_value,discount_type,discount_amount,delivery_fee,service_fee,paid_amount,payment_method,campaign_id,experiment_group,is_marketing_touched
O000001068,SESS000007002,C007125,A0011897,S058,Москва,android,2025-11-09 21:47:24,2025-11-09,2025-11-09 16:00:00,9,1562.58,fixed_amount,300.0,99,31.25,1392.83,card,,no_campaign,0
O000001109,SESS000007244,C005483,A0010346,S053,Москва,ios,2025-11-09 21:53:05,2025-11-09,2025-11-09 11:00:00,8,4822.25,none,0.0,99,0.0,4921.25,card,,no_campaign,0
O000001127,SESS000007338,C000722,A0008890,S065,Москва,android,2025-11-09 21:56:33,2025-11-09,2025-11-09 21:00:00,13,1716.09,fixed_amount,300.0,149,34.32,1599.41,card,,no_campaign,0
O000000997,SESS000006497,C007843,A0002089,S057,Москва,android,2025-11-09 21:57:59,2025-11-09,2025-11-09 17:00:00,13,3570.9,none,0.0,0,71.42,3642.32,card,,no_campaign,0
O000001048,SESS000006818,C008366,A0002626,S030,Казань,android,2025-11-09 21:59:07,2025-11-09,2025-11-09 14:00:00,9,4441.45,none,0.0,99,88.83,4629.28,card,,no_campaign,0
O000001007,SESS000006571,C005895,A0010016,S048,Москва,android,2025-11-09 21:59:13,2025-11-09,2025-11-09 18:00:00,8,4242.05,fixed_amount,150.0,199,63.63,4354.68,card,,no_campaign,0
O000001041,SESS000006790,C004314,A0006041,S020,Екатеринбург,ios,2025-11-09 22:01:48,2025-11-09,2025-11-09 13:00:00,6,1590.82,none,0.0,149,0.0,1739.82,card,,no_campaign,0
O000001061,SESS000006936,C000770,A0002648,S013,Казань,ios,2025-11-09 22:11:57,2025-11-09,2025-11-09 15:00:00,9,1689.28,none,0.0,199,25.34,1913.62,sbp,,no_campaign,0
O000001008,SESS000006574,C000554,A0004336,S032,Санкт-Петербург,ios,2025-11-09 22:15:13,2025-11-09,2025-11-09 15:00:00,10,2238.86,none,0.0,149,44.78,2432.64,card,,no_campaign,0
O000001081,SESS000007080,C002277,A0013200,S067,Казань,ios,2025-11-09 22:17:30,2025-11-09,2025-11-09 10:00:00,7,2167.14,none,0.0,149,0.0,2316.14,sbp,,no_campaign,0
O000001108,SESS000007234,C003907,A0001048,S035,Москва,ios,2025-11-09 22:18:35,2025-11-09,2025-11-09 17:00:00,11,3243.89,none,0.0,149,64.88,3457.77,card,,no_campaign,0
O000001094,SESS000007153,C003556,A0010635,S027,Санкт-Петербург,android,2025-11-09 22:26:34,2025-11-09,2025-11-09 15:00:00,12,2488.66,none,0.0,199,0.0,2687.66,card,,no_campaign,0
O000001095,SESS000007159,C002332,A0004999,S049,Москва,ios,2025-11-09 22:35:29,2025-11-09,2025-11-09 16:00:00,8,4736.66,none,0.0,149,71.05,4956.71,card,,no_campaign,0
O000001073,SESS000007037,C003281,A0011273,S050,Москва,ios,2025-11-09 22:44:40,2025-11-09,2025-11-09 13:00:00,14,1098.14,none,0.0,0,16.47,1114.61,card,,no_campaign,0
O000001067,SESS000006999,C005824,A0010536,S058,Санкт-Петербург,android,2025-11-09 22:54:08,2025-11-09,2025-11-09 16:00:00,16,2593.15,percent,129.66,199,38.9,2701.39,card,,no_campaign,0
O000000996,SESS000006476,C007332,A0009124,S069,Екатеринбург,ios,2025-11-09 22:58:18,2025-11-09,2025-11-09 15:00:00,9,3074.15,none,0.0,99,46.11,3219.26,card,,no_campaign,0
O000000998,SESS000006508,C006243,A0012085,S063,Санкт-Петербург,android,2025-11-09 23:27:23,2025-11-09,2025-11-09 13:00:00,6,1768.05,none,0.0,99,35.36,1902.41,card,,no_campaign,0
O000001060,SESS000006929,C006333,A0001543,S078,Санкт-Петербург,android,2025-11-09 23:40:22,2025-11-09,2025-11-09 20:00:00,6,4805.11,percent,336.36,0,0.0,4468.75,card,,no_campaign,0
O000001054,SESS000006894,C002730,A0013454,S028,Москва,android,2025-11-09 23:41:14,2025-11-09,2025-11-09 21:00:00,7,4585.76,none,0.0,149,0.0,4734.76,card,,no_campaign,0
O000001084,SESS000007103,C000881,A0005293,S057,Москва,ios,2025-11-09 23:53:44,2025-11-09,2025-11-09 18:00:00,15,2328.68,none,0.0,149,0.0,2477.68,card,,no_campaign,0
O000001038,SESS000006772,C000323,A0006164,S017,Санкт-Петербург,ios,2025-11-10 00:00:08,2025-11-09,2025-11-09 20:00:00,9,3763.64,none,0.0,149,75.27,3987.91,card,,no_campaign,0
O000001203,SESS000007911,C005260,A0013215,S014,Екатеринбург,android,2025-11-10 09:27:49,2025-11-10,2025-11-10 12:00:00,13,2422.72,none,0.0,0,0.0,2422.72,card,,no_campaign,0
O000001137,SESS000007406,C000006,A0012095,S012,Москва,android,2025-11-10 09:42:21,2025-11-10,2025-11-10 11:00:00,11,4155.31,percent,290.87,149,62.33,4075.77,sbp,,no_campaign,0
O000001147,SESS000007474,C002883,A0003774,S005,Москва,android,2025-11-10 09:50:11,2025-11-10,2025-11-10 12:00:00,9,1451.19,free_delivery,0.0,0,21.77,1472.96,sbp,CMP0004,test,1
O000001169,SESS000007606,C001310,A0004922,S037,Казань,android,2025-11-10 10:36:39,2025-11-10,2025-11-10 16:00:00,14,2301.45,none,0.0,99,0.0,2400.45,card,,no_campaign,0
O000001170,SESS000007610,C007078,A0006000,S077,Санкт-Петербург,android,2025-11-10 10:51:19,2025-11-10,2025-11-10 22:00:00,10,3053.81,fixed_amount,200.0,199,0.0,3052.81,card,,no_campaign,0
O000001220,SESS000008036,C002988,A0012294,S071,Москва,ios,2025-11-10 10:57:54,2025-11-10,2025-11-10 15:00:00,11,2467.56,none,0.0,99,37.01,2603.57,card,,no_campaign,0
O000001218,SESS000008003,C003669,A0002687,S018,Москва,android,2025-11-10 11:05:06,2025-11-10,2025-11-10 21:00:00,6,3275.59,none,0.0,149,0.0,3424.59,card,CMP0004,test,1
O000001190,SESS000007781,C005462,A0012459,S009,Москва,android,2025-11-10 11:13:57,2025-11-10,2025-11-10 12:00:00,11,4118.44,none,0.0,99,82.37,4299.81,card,,no_campaign,0
O000001159,SESS000007555,C003797,A0000433,S035,Санкт-Петербург,android,2025-11-10 11:27:54,2025-11-10,2025-11-10 13:00:00,7,1767.62,none,0.0,0,26.51,1794.13,card,,no_campaign,0
O000001227,SESS000008085,C007986,A0012873,S004,Казань,android,2025-11-10 11:31:55,2025-11-10,2025-11-10 22:00:00,20,4197.26,none,0.0,99,0.0,4296.26,card,,no_campaign,0
O000001201,SESS000007889,C007977,A0009430,S024,Новосибирск,ios,2025-11-10 11:44:59,2025-11-10,2025-11-10 16:00:00,8,1876.2,none,0.0,149,37.52,2062.72,card,,no_campaign,0
O000001236,SESS000008128,C000341,A0000925,S062,Москва,android,2025-11-10 11:53:02,2025-11-10,2025-11-10 17:00:00,11,5308.82,none,0.0,99,0.0,5407.82,card,,no_campaign,0
O000001233,SESS000008110,C004820,A0004613,S063,Москва,android,2025-11-10 12:03:59,2025-11-10,2025-11-10 22:00:00,3,2630.05,none,0.0,99,39.45,2768.5,card,,no_campaign,0
O000001144,SESS000007436,C005703,A0007227,S013,Санкт-Петербург,android,2025-11-10 12:07:03,2025-11-10,2025-11-10 13:00:00,4,1588.59,none,0.0,149,23.83,1761.42,cash,,no_campaign,0
O000001146,SESS000007467,C005544,A0013533,S004,Казань,ios,2025-11-10 12:15:49,2025-11-10,2025-11-10 14:00:00,11,2089.31,free_delivery,0.0,0,41.79,2131.1,card,,no_campaign,0
O000001178,SESS000007715,C005827,A0014599,S069,Санкт-Петербург,ios,2025-11-10 12:21:45,2025-11-10,2025-11-10 17:00:00,14,2072.97,fixed_amount,500.0,0,0.0,1572.97,card,,no_campaign,0
O000001143,SESS000007435,C002172,A0005736,S012,Москва,ios,2025-11-10 12:55:59,2025-11-10,2025-11-10 19:00:00,5,5304.2,none,0.0,0,0.0,5304.2,sbp,,no_campaign,0
O000001136,SESS000007393,C003318,A0009005,S054,Москва,ios,2025-11-10 12:59:08,2025-11-10,2025-11-10 21:00:00,9,1907.72,none,0.0,99,0.0,2006.72,sbp,,no_campaign,0
O000001132,SESS000007382,C008233,A0012454,S017,Казань,ios,2025-11-10 13:04:54,2025-11-10,2025-11-10 12:00:00,4,1259.9,fixed_amount,200.0,149,25.2,1234.1,card,,no_campaign,0
O000001186,SESS000007751,C008422,A0009165,S046,Москва,ios,2025-11-10 13:34:52,2025-11-10,2025-11-10 19:00:00,12,3225.72,percent,322.57,99,48.39,3050.54,card,,no_campaign,0
O000001172,SESS000007622,C003987,A0011032,S066,Москва,ios,2025-11-10 13:36:41,2025-11-10,2025-11-10 13:00:00,8,4140.44,fixed_amount,150.0,0,82.81,4073.25,card,,no_campaign,0
O000001200,SESS000007877,C003960,A0004498,S080,Москва,ios,2025-11-10 13:40:40,2025-11-10,2025-11-10 17:00:00,4,2957.6,none,0.0,99,0.0,3056.6,cash,,no_campaign,0
O000001129,SESS000007356,C005195,A0010436,S039,Москва,android,2025-11-10 13:46:06,2025-11-10,2025-11-10 16:00:00,5,3811.44,none,0.0,0,57.17,3868.61,sbp,,no_campaign,0
O000001188,SESS000007759,C000469,A0007336,S066,Москва,android,2025-11-10 13:47:38,2025-11-10,2025-11-10 12:00:00,7,2216.57,none,0.0,99,33.25,2348.82,card,,no_campaign,0
O000001215,SESS000007988,C007598,A0009578,S033,Москва,ios,2025-11-10 13:57:33,2025-11-10,2025-11-10 20:00:00,9,2176.52,percent,217.65,199,0.0,2157.87,sbp,,no_campaign,0
O000001232,SESS000008104,C007989,A0012886,S056,Казань,web,2025-11-10 14:01:37,2025-11-10,2025-11-10 21:00:00,12,1985.67,none,0.0,0,39.71,2025.38,cash,,no_campaign,0
O000001235,SESS000008125,C005357,A0012813,S001,Москва,ios,2025-11-10 14:03:03,2025-11-10,2025-11-10 14:00:00,7,2491.82,none,0.0,149,0.0,2640.82,card,,no_campaign,0
O000001174,SESS000007655,C003163,A0013373,S046,Москва,android,2025-11-10 14:06:08,2025-11-10,2025-11-10 15:00:00,16,3725.43,none,0.0,99,55.88,3880.31,cash,,no_campaign,0
O000001202,SESS000007894,C001614,A0012251,S060,Москва,android,2025-11-10 14:25:35,2025-11-10,2025-11-10 19:00:00,12,7111.99,none,0.0,99,106.68,7317.67,sbp,,no_campaign,0
O000001167,SESS000007578,C003530,A0012903,S017,Москва,ios,2025-11-10 14:32:00,2025-11-10,2025-11-10 16:00:00,8,4179.67,none,0.0,0,83.59,4263.26,cash,,no_campaign,0
O000001231,SESS000008102,C004223,A0011787,S020,Екатеринбург,web,2025-11-10 14:53:10,2025-11-10,2025-11-10 16:00:00,16,2633.97,percent,184.38,99,52.68,2601.27,card,,no_campaign,0
O000001183,SESS000007739,C002686,A0005813,S031,Москва,web,2025-11-10 15:06:06,2025-11-10,2025-11-10 19:00:00,11,1468.0,none,0.0,99,29.36,1596.36,cash,,no_campaign,0
O000001166,SESS000007574,C001930,A0012888,S022,Москва,android,2025-11-10 15:07:27,2025-11-10,2025-11-10 19:00:00,7,3285.99,none,0.0,199,49.29,3534.28,card,,no_campaign,0
O000001149,SESS000007498,C001025,A0004809,S038,Новосибирск,ios,2025-11-10 15:10:57,2025-11-10,2025-11-10 20:00:00,9,2575.57,none,0.0,99,51.51,2726.08,card,,no_campaign,0
O000001212,SESS000007980,C000165,A0001238,S025,Москва,android,2025-11-10 15:15:33,2025-11-10,2025-11-10 12:00:00,7,2663.97,none,0.0,99,53.28,2816.25,card,CMP0004,test,1
O000001130,SESS000007358,C003640,A0012435,S050,Москва,web,2025-11-10 15:24:08,2025-11-10,2025-11-10 11:00:00,8,2852.89,none,0.0,149,42.79,3044.68,card,,no_campaign,0
O000001216,SESS000007997,C001125,A0002364,S037,Санкт-Петербург,ios,2025-11-10 15:25:38,2025-11-10,2025-11-10 16:00:00,14,4523.8,none,0.0,0,90.48,4614.28,card,,no_campaign,0
O000001140,SESS000007420,C003699,A0000240,S046,Новосибирск,ios,2025-11-10 15:26:03,2025-11-10,2025-11-10 16:00:00,14,4097.23,none,0.0,99,0.0,4196.23,card,,no_campaign,0
O000001150,SESS000007500,C003090,A0003918,S021,Москва,android,2025-11-10 15:44:19,2025-11-10,2025-11-10 14:00:00,8,2578.14,none,0.0,99,51.56,2728.7,card,,no_campaign,0
O000001187,SESS000007752,C006283,A0011192,S053,Казань,web,2025-11-10 15:48:36,2025-11-10,2025-11-10 20:00:00,11,1720.78,none,0.0,0,25.81,1746.59,card,,no_campaign,0
O000001185,SESS000007749,C000681,A0003755,S052,Казань,android,2025-11-10 16:12:20,2025-11-10,2025-11-10 17:00:00,11,4101.89,none,0.0,99,61.53,4262.42,card,,no_campaign,0
O000001199,SESS000007865,C001241,A0011391,S021,Екатеринбург,ios,2025-11-10 16:15:20,2025-11-10,2025-11-10 15:00:00,7,4894.26,none,0.0,149,97.89,5141.15,card,,no_campaign,0
O000001197,SESS000007840,C000930,A0012609,S048,Москва,android,2025-11-10 16:15:54,2025-11-10,2025-11-10 15:00:00,6,4781.02,none,0.0,149,71.72,5001.74,sbp,,no_campaign,0
O000001134,SESS000007386,C001879,A0004724,S014,Москва,android,2025-11-10 16:17:19,2025-11-10,2025-11-10 11:00:00,9,3389.07,fixed_amount,200.0,99,50.84,3338.91,sbp,,no_campaign,0
O000001153,SESS000007514,C005287,A0001814,S029,Новосибирск,android,2025-11-10 16:20:33,2025-11-10,2025-11-10 14:00:00,4,2760.77,none,0.0,149,55.22,2964.99,card,,no_campaign,0
O000001222,SESS000008041,C005387,A0006544,S006,Москва,android,2025-11-10 16:23:53,2025-11-10,2025-11-10 14:00:00,9,5294.77,none,0.0,149,79.42,5523.19,card,,no_campaign,0
O000001155,SESS000007528,C007271,A0000723,S006,Москва,ios,2025-11-10 16:26:06,2025-11-10,2025-11-10 15:00:00,10,1618.22,none,0.0,99,32.36,1749.58,sbp,,no_campaign,0
O000001230,SESS000008100,C007139,A0010862,S028,Санкт-Петербург,android,2025-11-10 16:28:58,2025-11-10,2025-11-10 13:00:00,11,2944.91,none,0.0,149,44.17,3138.08,card,,no_campaign,0
O000001135,SESS000007391,C003422,A0004787,S003,Санкт-Петербург,ios,2025-11-10 16:38:42,2025-11-10,2025-11-10 16:00:00,6,3124.69,none,0.0,199,46.87,3370.56,card,CMP0004,control,1
O000001229,SESS000008089,C008103,A0013490,S078,Москва,android,2025-11-10 16:39:28,2025-11-10,2025-11-10 15:00:00,9,1673.39,none,0.0,99,0.0,1772.39,card,,no_campaign,0
O000001226,SESS000008078,C004366,A0005203,S014,Санкт-Петербург,android,2025-11-10 16:41:54,2025-11-10,2025-11-10 21:00:00,9,2547.58,none,0.0,149,0.0,2696.58,card,,no_campaign,0
O000001180,SESS000007724,C005862,A0009965,S066,Москва,android,2025-11-10 16:44:00,2025-11-10,2025-11-10 12:00:00,9,2683.6,percent,268.36,199,40.25,2654.49,sbp,,no_campaign,0
O000001162,SESS000007564,C001984,A0014460,S012,Москва,ios,2025-11-10 16:44:49,2025-11-10,2025-11-10 17:00:00,13,3056.01,percent,213.92,199,61.12,3102.21,card,,no_campaign,0
O000001221,SESS000008038,C006894,A0008736,S071,Москва,android,2025-11-10 16:45:27,2025-11-10,2025-11-10 16:00:00,6,1787.61,free_delivery,0.0,0,26.81,1814.42,card,,no_campaign,0
O000001205,SESS000007928,C002538,A0010565,S065,Москва,ios,2025-11-10 17:08:38,2025-11-10,2025-11-10 19:00:00,13,4199.48,none,0.0,99,62.99,4361.47,card,,no_campaign,0
O000001189,SESS000007774,C003763,A0001030,S046,Санкт-Петербург,android,2025-11-10 17:09:05,2025-11-10,2025-11-10 10:00:00,8,3532.77,none,0.0,0,52.99,3585.76,card,,no_campaign,0
O000001157,SESS000007548,C002997,A0008461,S009,Москва,ios,2025-11-10 17:10:22,2025-11-10,2025-11-10 17:00:00,5,1001.5,none,0.0,0,15.02,1016.52,card,,no_campaign,0
O000001161,SESS000007560,C007690,A0010238,S074,Казань,android,2025-11-10 17:11:14,2025-11-10,2025-11-10 19:00:00,15,3198.77,percent,223.91,99,47.98,3121.84,card,,no_campaign,0
O000001213,SESS000007982,C007901,A0011031,S006,Санкт-Петербург,android,2025-11-10 17:19:44,2025-11-10,2025-11-10 19:00:00,11,2962.3,percent,444.34,99,44.43,2661.38,card,,no_campaign,0
O000001133,SESS000007384,C003622,A0010235,S063,Москва,android,2025-11-10 17:27:25,2025-11-10,2025-11-10 11:00:00,4,2651.39,percent,397.71,0,53.03,2306.71,card,,no_campaign,0
O000001145,SESS000007445,C003908,A0001565,S027,Москва,ios,2025-11-10 17:30:05,2025-11-10,2025-11-10 17:00:00,6,2911.17,none,0.0,99,43.67,3053.84,card,CMP0004,control,1
O000001156,SESS000007542,C006946,A0009522,S042,Казань,ios,2025-11-10 17:32:52,2025-11-10,2025-11-10 13:00:00,8,3261.15,none,0.0,99,48.92,3409.07,sbp,,no_campaign,0
O000001141,SESS000007423,C005219,A0014463,S066,Москва,ios,2025-11-10 17:35:53,2025-11-10,2025-11-10 22:00:00,16,4682.12,none,0.0,199,93.64,4974.76,card,,no_campaign,0
O000001151,SESS000007511,C006051,A0000900,S059,Москва,ios,2025-11-10 17:38:50,2025-11-10,2025-11-10 12:00:00,16,2373.35,none,0.0,149,0.0,2522.35,card,,no_campaign,0
O000001179,SESS000007721,C000632,A0012313,S005,Екатеринбург,android,2025-11-10 17:50:16,2025-11-10,2025-11-10 14:00:00,9,2228.56,none,0.0,199,33.43,2460.99,card,,no_campaign,0
O000001158,SESS000007554,C000725,A0002420,S051,Санкт-Петербург,web,2025-11-10 17:55:05,2025-11-10,2025-11-10 13:00:00,7,4377.7,none,0.0,99,65.67,4542.37,cash,,no_campaign,0
O000001181,SESS000007732,C003244,A0003008,S021,Санкт-Петербург,web,2025-11-10 17:57:15,2025-11-10,2025-11-10 19:00:00,12,2556.54,none,0.0,99,38.35,2693.89,card,CMP0004,control,1
O000001219,SESS000008025,C003741,A0013430,S033,Екатеринбург,ios,2025-11-10 18:04:41,2025-11-10,2025-11-10 10:00:00,12,4173.47,none,0.0,199,62.6,4435.07,card,,no_campaign,0
O000001206,SESS000007932,C002505,A0003107,S003,Москва,ios,2025-11-10 18:13:39,2025-11-10,2025-11-10 20:00:00,13,1782.7,none,0.0,149,26.74,1958.44,card,,no_campaign,0
O000001211,SESS000007968,C006976,A0008414,S058,Москва,ios,2025-11-10 18:15:32,2025-11-10,2025-11-10 21:00:00,7,4049.89,none,0.0,99,60.75,4209.64,card,,no_campaign,0
O000001196,SESS000007839,C003712,A0009335,S037,Санкт-Петербург,android,2025-11-10 18:51:41,2025-11-10,2025-11-10 18:00:00,10,1053.35,free_delivery,0.0,0,15.8,1069.15,sbp,,no_campaign,0
O000001225,SESS000008054,C006769,A0007239,S058,Екатеринбург,ios,2025-11-10 18:51:45,2025-11-10,2025-11-10 17:00:00,13,1904.77,none,0.0,199,38.1,2141.87,card,CMP0004,test,1
O000001177,SESS000007686,C003298,A0010579,S052,Москва,android,2025-11-10 19:10:09,2025-11-10,2025-11-10 11:00:00,14,3443.67,none,0.0,149,51.66,3644.33,card,,no_campaign,0
O000001148,SESS000007490,C004311,A0001741,S065,Москва,ios,2025-11-10 19:15:55,2025-11-10,2025-11-10 14:00:00,11,3603.94,none,0.0,99,0.0,3702.94,card,,no_campaign,0
O000001165,SESS000007573,C007168,A0008084,S031,Москва,ios,2025-11-10 19:29:42,2025-11-10,2025-11-10 17:00:00,10,3434.24,fixed_amount,150.0,99,68.68,3451.92,card,,no_campaign,0
O000001198,SESS000007862,C006892,A0004340,S049,Екатеринбург,android,2025-11-10 19:35:56,2025-11-10,2025-11-10 19:00:00,10,2258.19,none,0.0,199,33.87,2491.06,card,,no_campaign,0
O000001139,SESS000007415,C002265,A0008983,S023,Санкт-Петербург,android,2025-11-10 19:53:00,2025-11-10,2025-11-10 22:00:00,12,2132.88,none,0.0,0,0.0,2132.88,card,,no_campaign,0
O000001182,SESS000007736,C000016,A0013124,S030,Москва,ios,2025-11-10 19:56:08,2025-11-10,2025-11-10 22:00:00,9,2004.74,none,0.0,199,30.07,2233.81,cash,,no_campaign,0
O000001207,SESS000007934,C003751,A0004432,S032,Екатеринбург,android,2025-11-10 20:03:28,2025-11-10,2025-11-10 19:00:00,11,3068.51,none,0.0,99,0.0,3167.51,cash,,no_campaign,0
O000001209,SESS000007952,C008414,A0001278,S029,Москва,ios,2025-11-10 20:03:31,2025-11-10,2025-11-10 11:00:00,4,2529.14,percent,252.91,149,50.58,2475.81,card,,no_campaign,0
O000001223,SESS000008042,C006460,A0006522,S059,Москва,ios,2025-11-10 20:04:09,2025-11-10,2025-11-10 11:00:00,10,2454.36,none,0.0,199,49.09,2702.45,card,,no_campaign,0
O000001228,SESS000008086,C001489,A0009881,S035,Москва,ios,2025-11-10 20:06:28,2025-11-10,2025-11-10 21:00:00,14,5019.0,none,0.0,99,0.0,5118.0,card,,no_campaign,0
O000001192,SESS000007814,C001525,A0014117,S037,Москва,android,2025-11-10 20:15:32,2025-11-10,2025-11-10 11:00:00,8,3061.98,none,0.0,149,45.93,3256.91,card,,no_campaign,0
O000001195,SESS000007832,C007262,A0005958,S035,Москва,ios,2025-11-10 20:17:44,2025-11-10,2025-11-10 11:00:00,4,5486.69,none,0.0,149,109.73,5745.42,card,,no_campaign,0
O000001224,SESS000008045,C001601,A0011502,S021,Москва,web,2025-11-10 20:18:43,2025-11-10,2025-11-10 12:00:00,12,3702.47,none,0.0,0,55.54,3758.01,card,,no_campaign,0
O000001214,SESS000007985,C004859,A0012723,S045,Екатеринбург,web,2025-11-10 20:25:24,2025-11-10,2025-11-10 11:00:00,11,2926.22,percent,292.62,149,58.52,2841.12,sbp,,no_campaign,0
O000001168,SESS000007584,C004791,A0005642,S037,Москва,android,2025-11-10 20:38:54,2025-11-10,2025-11-10 22:00:00,11,4154.74,none,0.0,99,62.32,4316.06,card,,no_campaign,0
O000001184,SESS000007748,C006725,A0000620,S074,Санкт-Петербург,ios,2025-11-10 20:40:24,2025-11-10,2025-11-10 18:00:00,5,2129.42,none,0.0,99,31.94,2260.36,card,,no_campaign,0
O000001160,SESS000007558,C004861,A0007215,S049,Санкт-Петербург,ios,2025-11-10 20:47:28,2025-11-10,2025-11-10 20:00:00,10,2371.43,none,0.0,99,35.57,2506.0,card,,no_campaign,0
O000001131,SESS000007375,C002175,A0011799,S028,Москва,ios,2025-11-10 21:07:30,2025-11-10,2025-11-10 19:00:00,10,3906.96,none,0.0,0,78.14,3985.1,card,,no_campaign,0
O000001142,SESS000007428,C006797,A0013833,S034,Новосибирск,web,2025-11-10 21:07:53,2025-11-10,2025-11-10 19:00:00,7,3403.06,percent,340.31,0,0.0,3062.76,card,,no_campaign,0
O000001152,SESS000007512,C001448,A0014097,S027,Казань,ios,2025-11-10 21:14:03,2025-11-10,2025-11-10 14:00:00,7,3163.1,none,0.0,0,0.0,3163.1,sbp,CMP0004,control,1
O000001163,SESS000007569,C002760,A0000943,S020,Москва,ios,2025-11-10 21:16:50,2025-11-10,2025-11-10 20:00:00,13,3438.89,fixed_amount,200.0,99,51.58,3389.47,card,,no_campaign,0
O000001154,SESS000007519,C004088,A0006819,S080,Санкт-Петербург,android,2025-11-10 21:37:24,2025-11-10,2025-11-10 10:00:00,11,2079.03,fixed_amount,300.0,149,31.19,1959.22,sbp,,no_campaign,0
O000001171,SESS000007618,C006039,A0011195,S046,Москва,web,2025-11-10 21:38:03,2025-11-10,2025-11-10 12:00:00,14,2613.07,none,0.0,199,39.2,2851.27,card,,no_campaign,0
O000001210,SESS000007963,C003506,A0006403,S002,Санкт-Петербург,web,2025-11-10 21:41:23,2025-11-10,2025-11-10 12:00:00,8,3455.93,percent,241.92,99,51.84,3364.85,card,,no_campaign,0
O000001175,SESS000007658,C000570,A0000327,S051,Москва,ios,2025-11-10 21:45:27,2025-11-10,2025-11-10 14:00:00,17,4833.45,none,0.0,149,96.67,5079.12,card,,no_campaign,0
O000001208,SESS000007947,C006729,A0005244,S043,Новосибирск,android,2025-11-10 21:54:54,2025-11-10,2025-11-10 12:00:00,10,3659.61,none,0.0,99,73.19,3831.8,card,,no_campaign,0
O000001217,SESS000007998,C005685,A0011215,S041,Москва,android,2025-11-10 22:04:47,2025-11-10,2025-11-10 13:00:00,11,3702.69,none,0.0,99,74.05,3875.74,card,,no_campaign,0
O000001191,SESS000007789,C005395,A0001030,S061,Санкт-Петербург,android,2025-11-10 22:05:46,2025-11-10,2025-11-10 19:00:00,5,3370.86,fixed_amount,150.0,0,50.56,3271.42,card,,no_campaign,0
O000001234,SESS000008124,C000580,A0002782,S008,Москва,ios,2025-11-10 22:21:28,2025-11-10,2025-11-10 21:00:00,6,1654.55,none,0.0,0,33.09,1687.64,card,CMP0004,test,1
O000001164,SESS000007570,C004861,A0007215,S069,Санкт-Петербург,ios,2025-11-10 22:49:20,2025-11-10,2025-11-10 10:00:00,10,2749.38,none,0.0,99,54.99,2903.37,card,,no_campaign,0
O000001176,SESS000007659,C004780,A0014869,S059,Москва,web,2025-11-10 22:52:29,2025-11-10,2025-11-10 12:00:00,12,2041.46,none,0.0,99,40.83,2181.29,card,,no_campaign,0
O000001194,SESS000007823,C002070,A0005136,S001,Москва,android,2025-11-10 23:07:39,2025-11-10,2025-11-10 22:00:00,5,2400.2,fixed_amount,300.0,99,48.0,2247.2,card,,no_campaign,0
O000001138,SESS000007411,C001442,A0012537,S080,Москва,ios,2025-11-10 23:10:51,2025-11-10,2025-11-10 18:00:00,15,2897.97,percent,144.9,199,57.96,3010.03,card,,no_campaign,0
O000001193,SESS000007820,C008047,A0007182,S049,Санкт-Петербург,web,2025-11-10 23:43:26,2025-11-10,2025-11-10 14:00:00,9,2298.04,none,0.0,199,45.96,2543.0,sbp,,no_campaign,0
O000001204,SESS000007918,C000689,A0001026,S045,Казань,web,2025-11-10 23:44:17,2025-11-10,2025-11-10 10:00:00,14,1751.81,none,0.0,99,0.0,1850.81,sbp,,no_campaign,0
O000001173,SESS000007634,C005973,A0003971,S023,Казань,ios,2025-11-10 23:58:16,2025-11-10,2025-11-10 13:00:00,3,2486.81,none,0.0,149,0.0,2635.81,card,,no_campaign,0
O000001239,SESS000008153,C000972,A0008936,S064,Новосибирск,android,2025-11-11 08:28:43,2025-11-11,2025-11-11 20:00:00,5,3440.17,none,0.0,199,0.0,3639.17,card,,no_campaign,0
O000001283,SESS000008485,C004166,A0000846,S005,Москва,ios,2025-11-11 08:36:32,2025-11-11,2025-11-11 16:00:00,10,4001.26,percent,200.06,99,60.02,3960.22,card,,no_campaign,0
O000001291,SESS000008540,C003883,A0013133,S020,Новосибирск,android,2025-11-11 09:31:23,2025-11-11,2025-11-11 12:00:00,16,2244.09,none,0.0,149,0.0,2393.09,card,,no_campaign,0
O000001271,SESS000008408,C001918,A0002131,S027,Санкт-Петербург,ios,2025-11-11 09:31:52,2025-11-11,2025-11-11 16:00:00,9,3489.23,none,0.0,149,69.78,3708.01,cash,,no_campaign,0
O000001305,SESS000008606,C000783,A0000538,S036,Москва,android,2025-11-11 10:30:14,2025-11-11,2025-11-11 13:00:00,11,2934.96,none,0.0,149,58.7,3142.66,card,,no_campaign,0
O000001338,SESS000008826,C007807,A0014672,S064,Санкт-Петербург,ios,2025-11-11 10:33:22,2025-11-11,2025-11-11 11:00:00,11,1729.61,none,0.0,149,25.94,1904.55,sbp,,no_campaign,0
O000001282,SESS000008475,C004434,A0003213,S029,Новосибирск,ios,2025-11-11 11:06:36,2025-11-11,2025-11-11 19:00:00,12,2860.89,none,0.0,0,57.22,2918.11,sbp,,no_campaign,0
